"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2014","United Kingdom","Number","Less than 35 years","Total","58 326",""
"2014","United Kingdom","Number","From 35 to 44 years","Total","52 646",""
"2014","United Kingdom","Number","From 45 to 54 years","Total","41 161",""
"2014","United Kingdom","Number","From 55 to 64 years","Total","19 839",""
"2014","Montenegro","Number","Total","Total","1 370",""
"2014","Montenegro","Number","Less than 35 years","Total","247",""
"2014","Montenegro","Number","From 35 to 44 years","Total","436",""
"2014","Montenegro","Number","From 45 to 54 years","Total","400",""
"2014","Montenegro","Number","From 55 to 64 years","Total","287","d"
"2014","North Macedonia","Number","Total","Total","6 035",""
"2014","North Macedonia","Number","Less than 35 years","Total","1 168",""
"2014","North Macedonia","Number","From 35 to 44 years","Total","1 389",""
"2014","North Macedonia","Number","From 45 to 54 years","Total","1 566",""
"2014","North Macedonia","Number","From 55 to 64 years","Total","1 912",""
"2014","Serbia","Number","Total","Total","21 900",""
"2014","Serbia","Number","Less than 35 years","Total","3 056",""
"2014","Serbia","Number","From 35 to 44 years","Total","6 468",""
"2014","Serbia","Number","From 45 to 54 years","Total","6 972",""
"2014","Serbia","Number","From 55 to 64 years","Total","5 310",""
"2014","Turkey","Number","Total","Total","135 616",""
"2014","Turkey","Number","Less than 35 years","Total","42 251","e"
"2014","Turkey","Number","From 35 to 44 years","Total","40 008","e"
"2014","Turkey","Number","From 45 to 54 years","Total","30 618","e"
"2014","Turkey","Number","From 55 to 64 years","Total","12 570","e"
"2015","European Union - 27 countries (from 2020)","Number","Total","Total","1 612 767","e"
"2015","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Total","Total","1 791 929","e"
"2015","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2015","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2015","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2015","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2015","Belgium","Number","Total","Total","34 020",""
"2015","Belgium","Number","Less than 35 years","Total","2 926",""
"2015","Belgium","Number","From 35 to 44 years","Total","7 781",""
"2015","Belgium","Number","From 45 to 54 years","Total","8 192",""
"2015","Belgium","Number","From 55 to 64 years","Total","9 502",""
"2015","Bulgaria","Number","Total","Total","29 038",""
"2015","Bulgaria","Number","Less than 35 years","Total","2 943",""
"2015","Bulgaria","Number","From 35 to 44 years","Total","3 709",""
"2015","Bulgaria","Number","From 45 to 54 years","Total","9 456",""
"2015","Bulgaria","Number","From 55 to 64 years","Total","9 061",""
"2015","Czechia","Number","Total","Total",":",""
"2015","Czechia","Number","Less than 35 years","Total",":",""
"2015","Czechia","Number","From 35 to 44 years","Total",":",""
"2015","Czechia","Number","From 45 to 54 years","Total",":",""
"2015","Czechia","Number","From 55 to 64 years","Total",":",""
"2015","Denmark","Number","Total","Total","22 332",""
"2015","Denmark","Number","Less than 35 years","Total","4 272",""
"2015","Denmark","Number","From 35 to 44 years","Total","6 291",""
"2015","Denmark","Number","From 45 to 54 years","Total","4 352",""
"2015","Denmark","Number","From 55 to 64 years","Total","5 127",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Total","338 129",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total","66 887",""
"2015","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total","40 947",""
"2015","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total","81 804",""
"2015","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total","130 999",""
"2015","Estonia","Number","Total","Total","4 492",""
"2015","Estonia","Number","Less than 35 years","Total","834",""
"2015","Estonia","Number","From 35 to 44 years","Total","609",""
"2015","Estonia","Number","From 45 to 54 years","Total","1 047",""
"2015","Estonia","Number","From 55 to 64 years","Total","1 200",""
"2015","Ireland","Number","Total","Total","14 666",""
"2015","Ireland","Number","Less than 35 years","Total","3 969",""
"2015","Ireland","Number","From 35 to 44 years","Total","4 093",""
"2015","Ireland","Number","From 45 to 54 years","Total","3 354",""
"2015","Ireland","Number","From 55 to 64 years","Total","2 310",""
"2015","Greece","Number","Total","Total","63 866",""
"2015","Greece","Number","Less than 35 years","Total","9 947",""
"2015","Greece","Number","From 35 to 44 years","Total","21 457",""
"2015","Greece","Number","From 45 to 54 years","Total","15 295",""
"2015","Greece","Number","From 55 to 64 years","Total","12 991",""
"2015","Spain","Number","Total","Total","178 600",""
"2015","Spain","Number","Less than 35 years","Total","34 733",""
"2015","Spain","Number","From 35 to 44 years","Total","44 333",""
"2015","Spain","Number","From 45 to 54 years","Total","44 167",""
"2015","Spain","Number","From 55 to 64 years","Total","48 800",""
"2015","France","Number","Total","Total","207 789",""
"2015","France","Number","Less than 35 years","Total","24 232",""
"2015","France","Number","From 35 to 44 years","Total","39 090",""
"2015","France","Number","From 45 to 54 years","Total","49 892",""
"2015","France","Number","From 55 to 64 years","Total","70 762",""
"2015","Croatia","Number","Total","Total","13 430",""
"2015","Croatia","Number","Less than 35 years","Total","3 265",""
"2015","Croatia","Number","From 35 to 44 years","Total","3 009",""
"2015","Croatia","Number","From 45 to 54 years","Total","3 415",""
"2015","Croatia","Number","From 55 to 64 years","Total","3 384",""
"2015","Italy","Number","Total","Total","233 102",""
"2015","Italy","Number","Less than 35 years","Total","19 081",""
"2015","Italy","Number","From 35 to 44 years","Total","38 725",""
"2015","Italy","Number","From 45 to 54 years","Total","51 097",""
"2015","Italy","Number","From 55 to 64 years","Total","99 188",""
"2015","Cyprus","Number","Total","Total","3 046",""
"2015","Cyprus","Number","Less than 35 years","Total","311",""
"2015","Cyprus","Number","From 35 to 44 years","Total","704",""
"2015","Cyprus","Number","From 45 to 54 years","Total","687",""
"2015","Cyprus","Number","From 55 to 64 years","Total","879",""
"2015","Latvia","Number","Total","Total","6 324",""
"2015","Latvia","Number","Less than 35 years","Total","904",""
"2015","Latvia","Number","From 35 to 44 years","Total","809",""
"2015","Latvia","Number","From 45 to 54 years","Total","1 692",""
"2015","Latvia","Number","From 55 to 64 years","Total","1 842",""
"2015","Lithuania","Number","Total","Total","13 490",""
"2015","Lithuania","Number","Less than 35 years","Total","3 169","e"
"2015","Lithuania","Number","From 35 to 44 years","Total","2 007","e"
"2015","Lithuania","Number","From 45 to 54 years","Total","3 058","e"
"2015","Lithuania","Number","From 55 to 64 years","Total","3 468","e"
"2015","Luxembourg","Number","Total","Total","1 657",""
"2015","Luxembourg","Number","Less than 35 years","Total","63",""
"2015","Luxembourg","Number","From 35 to 44 years","Total","390",""
"2015","Luxembourg","Number","From 45 to 54 years","Total","522",""
"2015","Luxembourg","Number","From 55 to 64 years","Total","517",""
"2015","Hungary","Number","Total","Total","30 486","b"
"2015","Hungary","Number","Less than 35 years","Total","6 203","b"
"2015","Hungary","Number","From 35 to 44 years","Total","5 591","b"
"2015","Hungary","Number","From 45 to 54 years","Total","6 332","b"
"2015","Hungary","Number","From 55 to 64 years","Total","7 524","b"
"2015","Malta","Number","Total","Total","1 636",""
"2015","Malta","Number","Less than 35 years","Total","717",""
"2015","Malta","Number","From 35 to 44 years","Total","295",""
"2015","Malta","Number","From 45 to 54 years","Total","334",""
"2015","Malta","Number","From 55 to 64 years","Total","205",""
"2015","Netherlands","Number","Total","Total","59 144",""
"2015","Netherlands","Number","Less than 35 years","Total","17 502",""
"2015","Netherlands","Number","From 35 to 44 years","Total","14 451",""
"2015","Netherlands","Number","From 45 to 54 years","Total","12 259",""
"2015","Netherlands","Number","From 55 to 64 years","Total","12 324",""
"2015","Austria","Number","Total","Total","44 002",""
"2015","Austria","Number","Less than 35 years","Total","7 280",""
"2015","Austria","Number","From 35 to 44 years","Total","11 504",""
"2015","Austria","Number","From 45 to 54 years","Total","11 898",""
"2015","Austria","Number","From 55 to 64 years","Total","10 492",""
"2015","Poland","Number","Total","Total","88 437",""
"2015","Poland","Number","Less than 35 years","Total",":",""
"2015","Poland","Number","From 35 to 44 years","Total",":",""
"2015","Poland","Number","From 45 to 54 years","Total",":",""
"2015","Poland","Number","From 55 to 64 years","Total",":",""
"2015","Portugal","Number","Total","Total","47 792",""
"2015","Portugal","Number","Less than 35 years","Total",":",""
"2015","Portugal","Number","From 35 to 44 years","Total",":",""
"2015","Portugal","Number","From 45 to 54 years","Total",":",""
"2015","Portugal","Number","From 55 to 64 years","Total",":",""
"2015","Romania","Number","Total","Total","54 807",""
"2015","Romania","Number","Less than 35 years","Total","16 155",""
"2015","Romania","Number","From 35 to 44 years","Total","13 601",""
"2015","Romania","Number","From 45 to 54 years","Total","12 085",""
"2015","Romania","Number","From 55 to 64 years","Total","11 115",""
"2015","Slovenia","Number","Total","Total","5 830",""
"2015","Slovenia","Number","Less than 35 years","Total","1 409",""
"2015","Slovenia","Number","From 35 to 44 years","Total","1 505",""
"2015","Slovenia","Number","From 45 to 54 years","Total","1 347",""
"2015","Slovenia","Number","From 55 to 64 years","Total","1 280",""
"2015","Slovakia","Number","Total","Total","18 719",""
"2015","Slovakia","Number","Less than 35 years","Total","4 149",""
"2015","Slovakia","Number","From 35 to 44 years","Total","4 125",""
"2015","Slovakia","Number","From 45 to 54 years","Total","3 712",""
"2015","Slovakia","Number","From 55 to 64 years","Total","4 785",""
"2015","Finland","Number","Total","Total","18 258","e"
"2015","Finland","Number","Less than 35 years","Total","3 736","e"
"2015","Finland","Number","From 35 to 44 years","Total","4 530","e"
"2015","Finland","Number","From 45 to 54 years","Total","5 121","e"
"2015","Finland","Number","From 55 to 64 years","Total","4 871","e"
"2015","Sweden","Number","Total","Total","40 899",""
"2015","Sweden","Number","Less than 35 years","Total","7 884",""
"2015","Sweden","Number","From 35 to 44 years","Total","11 003",""
"2015","Sweden","Number","From 45 to 54 years","Total","8 427",""
"2015","Sweden","Number","From 55 to 64 years","Total","8 665",""
"2015","Iceland","Number","Total","Total","1 249",""
"2015","Iceland","Number","Less than 35 years","Total","230",""
"2015","Iceland","Number","From 35 to 44 years","Total","198",""
"2015","Iceland","Number","From 45 to 54 years","Total","285",""
"2015","Iceland","Number","From 55 to 64 years","Total","351",""
"2015","Liechtenstein","Number","Total","Total","120",""
"2015","Liechtenstein","Number","Less than 35 years","Total","4",""
"2015","Liechtenstein","Number","From 35 to 44 years","Total","27",""
"2015","Liechtenstein","Number","From 45 to 54 years","Total","42",""
"2015","Liechtenstein","Number","From 55 to 64 years","Total","37",""
"2015","Norway","Number","Total","Total","22 848","b"
"2015","Norway","Number","Less than 35 years","Total","5 982","b"
"2015","Norway","Number","From 35 to 44 years","Total","6 719","b"
"2015","Norway","Number","From 45 to 54 years","Total","4 378","b"
"2015","Norway","Number","From 55 to 64 years","Total","3 930","b"
"2015","Switzerland","Number","Total","Total","34 762",""
"2015","Switzerland","Number","Less than 35 years","Total","4 328",""
"2015","Switzerland","Number","From 35 to 44 years","Total","8 911",""
"2015","Switzerland","Number","From 45 to 54 years","Total","9 660",""
"2015","Switzerland","Number","From 55 to 64 years","Total","8 589",""
"2015","United Kingdom","Number","Total","Total","179 162","b"
"2015","United Kingdom","Number","Less than 35 years","Total","58 108","b"
"2015","United Kingdom","Number","From 35 to 44 years","Total","52 228","b"
"2015","United Kingdom","Number","From 45 to 54 years","Total","40 445","b"
"2015","United Kingdom","Number","From 55 to 64 years","Total","19 779","b"
"2015","Montenegro","Number","Total","Total","1 490",""
"2015","Montenegro","Number","Less than 35 years","Total","300",""
"2015","Montenegro","Number","From 35 to 44 years","Total","478",""
"2015","Montenegro","Number","From 45 to 54 years","Total","379",""
"2015","Montenegro","Number","From 55 to 64 years","Total","333","d"
"2015","North Macedonia","Number","Total","Total","5 975",""
"2015","North Macedonia","Number","Less than 35 years","Total","1 172",""
"2015","North Macedonia","Number","From 35 to 44 years","Total","1 416",""
"2015","North Macedonia","Number","From 45 to 54 years","Total","1 496",""
"2015","North Macedonia","Number","From 55 to 64 years","Total","1 891",""
"2015","Serbia","Number","Total","Total","21 840",""
"2015","Serbia","Number","Less than 35 years","Total","2 897",""
"2015","Serbia","Number","From 35 to 44 years","Total","6 492",""
"2015","Serbia","Number","From 45 to 54 years","Total","6 730",""
"2015","Serbia","Number","From 55 to 64 years","Total","5 644",""
"2015","Turkey","Number","Total","Total","141 259",""
"2015","Turkey","Number","Less than 35 years","Total","44 077","e"
"2015","Turkey","Number","From 35 to 44 years","Total","40 065","e"
"2015","Turkey","Number","From 45 to 54 years","Total","32 601","e"
"2015","Turkey","Number","From 55 to 64 years","Total","13 488","e"
"2016","European Union - 27 countries (from 2020)","Number","Total","Total","1 642 461","e"
"2016","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2016","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2016","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2016","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Total","1 823 710","e"
"2016","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2016","Belgium","Number","Total","Total","34 834",""
"2016","Belgium","Number","Less than 35 years","Total","3 275",""
"2016","Belgium","Number","From 35 to 44 years","Total","7 664",""
"2016","Belgium","Number","From 45 to 54 years","Total","8 258",""
"2016","Belgium","Number","From 55 to 64 years","Total","9 457",""
"2016","Bulgaria","Number","Total","Total","29 492",""
"2016","Bulgaria","Number","Less than 35 years","Total","3 421",""
"2016","Bulgaria","Number","From 35 to 44 years","Total","3 060",""
"2016","Bulgaria","Number","From 45 to 54 years","Total","8 573",""
"2016","Bulgaria","Number","From 55 to 64 years","Total","9 968",""
"2016","Czechia","Number","Total","Total",":",""
"2016","Czechia","Number","Less than 35 years","Total",":",""
"2016","Czechia","Number","From 35 to 44 years","Total",":",""
"2016","Czechia","Number","From 45 to 54 years","Total",":",""
"2016","Czechia","Number","From 55 to 64 years","Total",":",""
"2016","Denmark","Number","Total","Total","22 902",""
"2016","Denmark","Number","Less than 35 years","Total","4 603",""
"2016","Denmark","Number","From 35 to 44 years","Total","6 459",""
"2016","Denmark","Number","From 45 to 54 years","Total","4 394",""
"2016","Denmark","Number","From 55 to 64 years","Total","5 042",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Total","Total","344 755",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total","69 019",""
"2016","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total","41 758",""
"2016","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total","80 976",""
"2016","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total","133 558",""
"2016","Estonia","Number","Total","Total","4 548",""
"2016","Estonia","Number","Less than 35 years","Total","865",""
"2016","Estonia","Number","From 35 to 44 years","Total","624",""
"2016","Estonia","Number","From 45 to 54 years","Total","1 008",""
"2016","Estonia","Number","From 55 to 64 years","Total","1 208",""
"2016","Ireland","Number","Total","Total","15 178",""
"2016","Ireland","Number","Less than 35 years","Total","4 136",""
"2016","Ireland","Number","From 35 to 44 years","Total","4 187",""
"2016","Ireland","Number","From 45 to 54 years","Total","3 436",""
"2016","Ireland","Number","From 55 to 64 years","Total","2 396",""
"2016","Greece","Number","Total","Total","65 972",""
"2016","Greece","Number","Less than 35 years","Total","10 264",""
"2016","Greece","Number","From 35 to 44 years","Total","20 810",""
"2016","Greece","Number","From 45 to 54 years","Total","16 538",""
"2016","Greece","Number","From 55 to 64 years","Total","13 675",""
"2016","Spain","Number","Total","Total","177 731",""
"2016","Spain","Number","Less than 35 years","Total","35 366",""
"2016","Spain","Number","From 35 to 44 years","Total","43 133",""
"2016","Spain","Number","From 45 to 54 years","Total","40 233",""
"2016","Spain","Number","From 55 to 64 years","Total","51 133",""
"2016","France","Number","Total","Total","209 367",""
"2016","France","Number","Less than 35 years","Total","26 322",""
"2016","France","Number","From 35 to 44 years","Total","39 464",""
"2016","France","Number","From 45 to 54 years","Total","48 068",""
"2016","France","Number","From 55 to 64 years","Total","69 506",""
"2016","Croatia","Number","Total","Total","13 504",""
"2016","Croatia","Number","Less than 35 years","Total","3 279",""
"2016","Croatia","Number","From 35 to 44 years","Total","3 040",""
"2016","Croatia","Number","From 45 to 54 years","Total","3 234",""
"2016","Croatia","Number","From 55 to 64 years","Total","3 538",""
"2016","Italy","Number","Total","Total","239 642",""
"2016","Italy","Number","Less than 35 years","Total","20 377",""
"2016","Italy","Number","From 35 to 44 years","Total","40 638",""
"2016","Italy","Number","From 45 to 54 years","Total","48 271",""
"2016","Italy","Number","From 55 to 64 years","Total","98 969",""
"2016","Cyprus","Number","Total","Total","3 209",""
"2016","Cyprus","Number","Less than 35 years","Total","306",""
"2016","Cyprus","Number","From 35 to 44 years","Total","767",""
"2016","Cyprus","Number","From 45 to 54 years","Total","706",""
"2016","Cyprus","Number","From 55 to 64 years","Total","902",""
"2016","Latvia","Number","Total","Total","6 295",""
"2016","Latvia","Number","Less than 35 years","Total","996",""
"2016","Latvia","Number","From 35 to 44 years","Total","757",""
"2016","Latvia","Number","From 45 to 54 years","Total","1 583",""
"2016","Latvia","Number","From 55 to 64 years","Total","1 854",""
"2016","Lithuania","Number","Total","Total","13 681",""
"2016","Lithuania","Number","Less than 35 years","Total","3 368","e"
"2016","Lithuania","Number","From 35 to 44 years","Total","2 035","e"
"2016","Lithuania","Number","From 45 to 54 years","Total","2 983","e"
"2016","Lithuania","Number","From 55 to 64 years","Total","3 397","e"
"2016","Luxembourg","Number","Total","Total","1 683",""
"2016","Luxembourg","Number","Less than 35 years","Total","73",""
"2016","Luxembourg","Number","From 35 to 44 years","Total","388",""
"2016","Luxembourg","Number","From 45 to 54 years","Total","511",""
"2016","Luxembourg","Number","From 55 to 64 years","Total","527",""
"2016","Hungary","Number","Total","Total","31 515",""
"2016","Hungary","Number","Less than 35 years","Total","6 381",""
"2016","Hungary","Number","From 35 to 44 years","Total","5 507",""
"2016","Hungary","Number","From 45 to 54 years","Total","6 315",""
"2016","Hungary","Number","From 55 to 64 years","Total","7 821",""
"2016","Malta","Number","Total","Total","1 743",""
"2016","Malta","Number","Less than 35 years","Total","760",""
"2016","Malta","Number","From 35 to 44 years","Total","332",""
"2016","Malta","Number","From 45 to 54 years","Total","321",""
"2016","Malta","Number","From 55 to 64 years","Total","244",""
"2016","Netherlands","Number","Total","Total","60 233",""
"2016","Netherlands","Number","Less than 35 years","Total","18 147",""
"2016","Netherlands","Number","From 35 to 44 years","Total","14 688",""
"2016","Netherlands","Number","From 45 to 54 years","Total","12 157",""
"2016","Netherlands","Number","From 55 to 64 years","Total","12 414",""
"2016","Austria","Number","Total","Total","44 816",""
"2016","Austria","Number","Less than 35 years","Total","8 452",""
"2016","Austria","Number","From 35 to 44 years","Total","11 813",""
"2016","Austria","Number","From 45 to 54 years","Total","11 912",""
"2016","Austria","Number","From 55 to 64 years","Total","10 207",""
"2016","Poland","Number","Total","Total","91 730",""
"2016","Poland","Number","Less than 35 years","Total",":",""
"2016","Poland","Number","From 35 to 44 years","Total",":",""
"2016","Poland","Number","From 45 to 54 years","Total",":",""
"2016","Poland","Number","From 55 to 64 years","Total",":",""
"2016","Portugal","Number","Total","Total","49 541",""
"2016","Portugal","Number","Less than 35 years","Total",":",""
"2016","Portugal","Number","From 35 to 44 years","Total",":",""
"2016","Portugal","Number","From 45 to 54 years","Total",":",""
"2016","Portugal","Number","From 55 to 64 years","Total",":",""
"2016","Romania","Number","Total","Total","55 975",""
"2016","Romania","Number","Less than 35 years","Total","16 680",""
"2016","Romania","Number","From 35 to 44 years","Total","13 677",""
"2016","Romania","Number","From 45 to 54 years","Total","12 336",""
"2016","Romania","Number","From 55 to 64 years","Total","11 100",""
"2016","Slovenia","Number","Total","Total","6 224",""
"2016","Slovenia","Number","Less than 35 years","Total","1 683",""
"2016","Slovenia","Number","From 35 to 44 years","Total","1 526",""
"2016","Slovenia","Number","From 45 to 54 years","Total","1 357",""
"2016","Slovenia","Number","From 55 to 64 years","Total","1 354",""
"2016","Slovakia","Number","Total","Total","18 864",""
"2016","Slovakia","Number","Less than 35 years","Total","4 264",""
"2016","Slovakia","Number","From 35 to 44 years","Total","3 862",""
"2016","Slovakia","Number","From 45 to 54 years","Total","3 958",""
"2016","Slovakia","Number","From 55 to 64 years","Total","4 603",""
"2016","Finland","Number","Total","Total",":",""
"2016","Finland","Number","Less than 35 years","Total",":",""
"2016","Finland","Number","From 35 to 44 years","Total",":",""
"2016","Finland","Number","From 45 to 54 years","Total",":",""
"2016","Finland","Number","From 55 to 64 years","Total",":",""
"2016","Sweden","Number","Total","Total","41 993",""
"2016","Sweden","Number","Less than 35 years","Total","7 966",""
"2016","Sweden","Number","From 35 to 44 years","Total","11 472",""
"2016","Sweden","Number","From 45 to 54 years","Total","8 632",""
"2016","Sweden","Number","From 55 to 64 years","Total","8 632",""
"2016","Iceland","Number","Total","Total","1 292","b"
"2016","Iceland","Number","Less than 35 years","Total","186","b"
"2016","Iceland","Number","From 35 to 44 years","Total","249","b"
"2016","Iceland","Number","From 45 to 54 years","Total","288","b"
"2016","Iceland","Number","From 55 to 64 years","Total","370","b"
"2016","Liechtenstein","Number","Total","Total","124",""
"2016","Liechtenstein","Number","Less than 35 years","Total","5",""
"2016","Liechtenstein","Number","From 35 to 44 years","Total","25",""
"2016","Liechtenstein","Number","From 45 to 54 years","Total","45",""
"2016","Liechtenstein","Number","From 55 to 64 years","Total","37",""
"2016","Norway","Number","Total","Total","23 619",""
"2016","Norway","Number","Less than 35 years","Total","6 177",""
"2016","Norway","Number","From 35 to 44 years","Total","7 021",""
"2016","Norway","Number","From 45 to 54 years","Total","4 473",""
"2016","Norway","Number","From 55 to 64 years","Total","3 990",""
"2016","Switzerland","Number","Total","Total","35 592",""
"2016","Switzerland","Number","Less than 35 years","Total","4 430",""
"2016","Switzerland","Number","From 35 to 44 years","Total","8 943",""
"2016","Switzerland","Number","From 45 to 54 years","Total","9 847",""
"2016","Switzerland","Number","From 55 to 64 years","Total","8 853",""
"2016","United Kingdom","Number","Total","Total","181 249",""
"2016","United Kingdom","Number","Less than 35 years","Total","58 657",""
"2016","United Kingdom","Number","From 35 to 44 years","Total","52 617",""
"2016","United Kingdom","Number","From 45 to 54 years","Total","41 051",""
"2016","United Kingdom","Number","From 55 to 64 years","Total","20 331",""
"2016","Montenegro","Number","Total","Total","1 616",""
"2016","Montenegro","Number","Less than 35 years","Total","389",""
"2016","Montenegro","Number","From 35 to 44 years","Total","494",""
"2016","Montenegro","Number","From 45 to 54 years","Total","360",""
"2016","Montenegro","Number","From 55 to 64 years","Total","373","d"
"2016","North Macedonia","Number","Total","Total","6 210",""
"2016","North Macedonia","Number","Less than 35 years","Total","1 290",""
"2016","North Macedonia","Number","From 35 to 44 years","Total","1 531",""
"2016","North Macedonia","Number","From 45 to 54 years","Total","1 407",""
"2016","North Macedonia","Number","From 55 to 64 years","Total","1 982",""
"2016","Serbia","Number","Total","Total","20 853","b"
"2016","Serbia","Number","Less than 35 years","Total","2 616","b"
"2016","Serbia","Number","From 35 to 44 years","Total","6 296","b"
"2016","Serbia","Number","From 45 to 54 years","Total","6 114","b"
"2016","Serbia","Number","From 55 to 64 years","Total","5 756","b"
"2016","Turkey","Number","Total","Total","144 827",""
"2016","Turkey","Number","Less than 35 years","Total","45 232","e"
"2016","Turkey","Number","From 35 to 44 years","Total","39 777","e"
"2016","Turkey","Number","From 45 to 54 years","Total","33 841","e"
"2016","Turkey","Number","From 55 to 64 years","Total","14 377","e"
"2017","European Union - 27 countries (from 2020)","Number","Total","Total","1 663 238","e"
"2017","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2017","European Union - 28 countries (2013-2020)","Number","Total","Total","1 847 622","e"
"2017","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2017","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2017","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2017","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2017","Belgium","Number","Total","Total","35 069",""
"2017","Belgium","Number","Less than 35 years","Total","3 586",""
"2017","Belgium","Number","From 35 to 44 years","Total","7 566",""
"2017","Belgium","Number","From 45 to 54 years","Total","8 293",""
"2017","Belgium","Number","From 55 to 64 years","Total","9 250",""
"2017","Bulgaria","Number","Total","Total","30 037",""
"2017","Bulgaria","Number","Less than 35 years","Total","3 744",""
"2017","Bulgaria","Number","From 35 to 44 years","Total","2 886",""
"2017","Bulgaria","Number","From 45 to 54 years","Total","8 164",""
"2017","Bulgaria","Number","From 55 to 64 years","Total","10 385",""
"2017","Czechia","Number","Total","Total",":",""
"2017","Czechia","Number","Less than 35 years","Total",":",""
"2017","Czechia","Number","From 35 to 44 years","Total",":",""
"2017","Czechia","Number","From 45 to 54 years","Total",":",""
"2017","Czechia","Number","From 55 to 64 years","Total",":",""
"2017","Denmark","Number","Total","Total","23 688",""
"2017","Denmark","Number","Less than 35 years","Total","5 084",""
"2017","Denmark","Number","From 35 to 44 years","Total","6 618",""
"2017","Denmark","Number","From 45 to 54 years","Total","4 558",""
"2017","Denmark","Number","From 55 to 64 years","Total","4 909",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Total","351 195",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total","70 682",""
"2017","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total","43 325",""
"2017","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total","80 318",""
"2017","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total","135 664",""
"2017","Estonia","Number","Total","Total","4 569",""
"2017","Estonia","Number","Less than 35 years","Total","903",""
"2017","Estonia","Number","From 35 to 44 years","Total","639",""
"2017","Estonia","Number","From 45 to 54 years","Total","930",""
"2017","Estonia","Number","From 55 to 64 years","Total","1 204",""
"2017","Ireland","Number","Total","Total","15 660",""
"2017","Ireland","Number","Less than 35 years","Total","4 317",""
"2017","Ireland","Number","From 35 to 44 years","Total","4 327",""
"2017","Ireland","Number","From 45 to 54 years","Total","3 498",""
"2017","Ireland","Number","From 55 to 64 years","Total","2 448",""
"2017","Greece","Number","Total","Total","65 240",""
"2017","Greece","Number","Less than 35 years","Total","9 841",""
"2017","Greece","Number","From 35 to 44 years","Total","18 921",""
"2017","Greece","Number","From 45 to 54 years","Total","17 386",""
"2017","Greece","Number","From 55 to 64 years","Total","13 423",""
"2017","Spain","Number","Total","Total","180 633",""
"2017","Spain","Number","Less than 35 years","Total","37 134",""
"2017","Spain","Number","From 35 to 44 years","Total","43 166",""
"2017","Spain","Number","From 45 to 54 years","Total","38 766",""
"2017","Spain","Number","From 55 to 64 years","Total","52 400",""
"2017","France","Number","Total","Total","211 162",""
"2017","France","Number","Less than 35 years","Total","29 027",""
"2017","France","Number","From 35 to 44 years","Total","40 667",""
