"TIME","GEO","UNIT","ICD9CM","Value","Flag and Footnotes"
"2005","Belgium","Number","Transplantation of kidney and haemodialysis","10 371",""
"2005","Belgium","Number","Haemodialysis","6 192",""
"2005","Belgium","Number","Transplantation of kidney","4 179",""
"2005","Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","98.97",""
"2005","Belgium","Per hundred thousand inhabitants","Haemodialysis","59.09",""
"2005","Belgium","Per hundred thousand inhabitants","Transplantation of kidney","39.88",""
"2005","Bulgaria","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Bulgaria","Number","Haemodialysis",":",""
"2005","Bulgaria","Number","Transplantation of kidney",":",""
"2005","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Bulgaria","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Czechia","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Czechia","Number","Haemodialysis","5 733",""
"2005","Czechia","Number","Transplantation of kidney",":",""
"2005","Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Czechia","Per hundred thousand inhabitants","Haemodialysis","56.01",""
"2005","Czechia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Denmark","Number","Transplantation of kidney and haemodialysis","4 205",""
"2005","Denmark","Number","Haemodialysis","2 524",""
"2005","Denmark","Number","Transplantation of kidney","1 681",""
"2005","Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","77.59",""
"2005","Denmark","Per hundred thousand inhabitants","Haemodialysis","46.57",""
"2005","Denmark","Per hundred thousand inhabitants","Transplantation of kidney","31.02",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis","87 151",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Haemodialysis","63 427",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney","23 724",""
"2005","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","105.68",""
"2005","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis","76.91",""
"2005","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney","28.77",""
"2005","Estonia","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Estonia","Number","Haemodialysis",":",""
"2005","Estonia","Number","Transplantation of kidney",":",""
"2005","Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Estonia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Estonia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Ireland","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Ireland","Number","Haemodialysis","1 343",""
"2005","Ireland","Number","Transplantation of kidney",":",""
"2005","Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Ireland","Per hundred thousand inhabitants","Haemodialysis","32.28",""
"2005","Ireland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Greece","Number","Transplantation of kidney and haemodialysis","10 648",""
"2005","Greece","Number","Haemodialysis","8 634",""
"2005","Greece","Number","Transplantation of kidney","2 014",""
"2005","Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","95.89",""
"2005","Greece","Per hundred thousand inhabitants","Haemodialysis","77.76",""
"2005","Greece","Per hundred thousand inhabitants","Transplantation of kidney","18.14",""
"2005","Spain","Number","Transplantation of kidney and haemodialysis","39 532",""
"2005","Spain","Number","Haemodialysis","21 385",""
"2005","Spain","Number","Transplantation of kidney","18 147",""
"2005","Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","91.09",""
"2005","Spain","Per hundred thousand inhabitants","Haemodialysis","49.28",""
"2005","Spain","Per hundred thousand inhabitants","Transplantation of kidney","41.82",""
"2005","France","Number","Transplantation of kidney and haemodialysis","57 325","e"
"2005","France","Number","Haemodialysis","32 652","e"
"2005","France","Number","Transplantation of kidney","24 673","e"
"2005","France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","90.99","e"
"2005","France","Per hundred thousand inhabitants","Haemodialysis","51.83","e"
"2005","France","Per hundred thousand inhabitants","Transplantation of kidney","39.16","e"
"2005","Croatia","Number","Transplantation of kidney and haemodialysis","3 708",""
"2005","Croatia","Number","Haemodialysis","2 970",""
"2005","Croatia","Number","Transplantation of kidney","738",""
"2005","Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","83.45",""
"2005","Croatia","Per hundred thousand inhabitants","Haemodialysis","66.84",""
"2005","Croatia","Per hundred thousand inhabitants","Transplantation of kidney","16.61",""
"2005","Italy","Number","Transplantation of kidney and haemodialysis","48 873",""
"2005","Italy","Number","Haemodialysis","41 478",""
"2005","Italy","Number","Transplantation of kidney","7 395","d"
"2005","Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","83.39",""
"2005","Italy","Per hundred thousand inhabitants","Haemodialysis","70.77",""
"2005","Italy","Per hundred thousand inhabitants","Transplantation of kidney","12.62","d"
"2005","Lithuania","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Lithuania","Number","Haemodialysis",":",""
"2005","Lithuania","Number","Transplantation of kidney","353",""
"2005","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Lithuania","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney","10.34",""
"2005","Luxembourg","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Luxembourg","Number","Haemodialysis","207",""
"2005","Luxembourg","Number","Transplantation of kidney",":",""
"2005","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Luxembourg","Per hundred thousand inhabitants","Haemodialysis","44.50",""
"2005","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Hungary","Number","Transplantation of kidney and haemodialysis","7 323",""
"2005","Hungary","Number","Haemodialysis","5 476",""
"2005","Hungary","Number","Transplantation of kidney","1 847",""
"2005","Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","72.60",""
"2005","Hungary","Per hundred thousand inhabitants","Haemodialysis","54.29",""
"2005","Hungary","Per hundred thousand inhabitants","Transplantation of kidney","18.31",""
"2005","Malta","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Malta","Number","Haemodialysis",":",""
"2005","Malta","Number","Transplantation of kidney",":",""
"2005","Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Malta","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Malta","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Netherlands","Number","Transplantation of kidney and haemodialysis","11 238",""
"2005","Netherlands","Number","Haemodialysis","5 327",""
"2005","Netherlands","Number","Transplantation of kidney","5 911",""
"2005","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","68.86",""
"2005","Netherlands","Per hundred thousand inhabitants","Haemodialysis","32.64",""
"2005","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney","36.22",""
"2005","Austria","Number","Transplantation of kidney and haemodialysis","7 242",""
"2005","Austria","Number","Haemodialysis","3 742",""
"2005","Austria","Number","Transplantation of kidney","3 500",""
"2005","Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","88.02",""
"2005","Austria","Per hundred thousand inhabitants","Haemodialysis","45.48",""
"2005","Austria","Per hundred thousand inhabitants","Transplantation of kidney","42.54",""
"2005","Poland","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Poland","Number","Haemodialysis","24 418",""
"2005","Poland","Number","Transplantation of kidney",":",""
"2005","Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Poland","Per hundred thousand inhabitants","Haemodialysis","63.98",""
"2005","Poland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Portugal","Number","Transplantation of kidney and haemodialysis","13 237",""
"2005","Portugal","Number","Haemodialysis","8 829",""
"2005","Portugal","Number","Transplantation of kidney","4 408",""
"2005","Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","125.48",""
"2005","Portugal","Per hundred thousand inhabitants","Haemodialysis","83.69",""
"2005","Portugal","Per hundred thousand inhabitants","Transplantation of kidney","41.78",""
"2005","Romania","Number","Transplantation of kidney and haemodialysis","7 994",""
"2005","Romania","Number","Haemodialysis","7 994",""
"2005","Romania","Number","Transplantation of kidney",":",""
"2005","Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","36.95",""
"2005","Romania","Per hundred thousand inhabitants","Haemodialysis","36.95",""
"2005","Romania","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Slovakia","Number","Transplantation of kidney and haemodialysis","3 600",""
"2005","Slovakia","Number","Haemodialysis","2 790",""
"2005","Slovakia","Number","Transplantation of kidney","810",""
"2005","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","66.83",""
"2005","Slovakia","Per hundred thousand inhabitants","Haemodialysis","51.79",""
"2005","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney","15.04",""
"2005","Finland","Number","Transplantation of kidney and haemodialysis","3 754",""
"2005","Finland","Number","Haemodialysis","1 560",""
"2005","Finland","Number","Transplantation of kidney","2 194",""
"2005","Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","71.56",""
"2005","Finland","Per hundred thousand inhabitants","Haemodialysis","29.74",""
"2005","Finland","Per hundred thousand inhabitants","Transplantation of kidney","41.82",""
"2005","Iceland","Number","Transplantation of kidney and haemodialysis","143",""
"2005","Iceland","Number","Haemodialysis","59",""
"2005","Iceland","Number","Transplantation of kidney","84",""
"2005","Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","48.19",""
"2005","Iceland","Per hundred thousand inhabitants","Haemodialysis","19.88",""
"2005","Iceland","Per hundred thousand inhabitants","Transplantation of kidney","28.31",""
"2005","Liechtenstein","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Liechtenstein","Number","Haemodialysis",":",""
"2005","Liechtenstein","Number","Transplantation of kidney",":",""
"2005","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Switzerland","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Switzerland","Number","Haemodialysis",":",""
"2005","Switzerland","Number","Transplantation of kidney",":",""
"2005","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Switzerland","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","United Kingdom","Number","Transplantation of kidney and haemodialysis","41 776",""
"2005","United Kingdom","Number","Haemodialysis","22 702",""
"2005","United Kingdom","Number","Transplantation of kidney","19 074",""
"2005","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","69.37",""
"2005","United Kingdom","Per hundred thousand inhabitants","Haemodialysis","37.70",""
"2005","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney","31.67",""
"2005","Serbia","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Serbia","Number","Haemodialysis",":",""
"2005","Serbia","Number","Transplantation of kidney",":",""
"2005","Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Serbia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2005","Serbia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2005","Turkey","Number","Transplantation of kidney and haemodialysis",":",""
"2005","Turkey","Number","Haemodialysis","38 235",""
"2005","Turkey","Number","Transplantation of kidney",":",""
"2005","Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2005","Turkey","Per hundred thousand inhabitants","Haemodialysis","53.06",""
"2005","Turkey","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Belgium","Number","Transplantation of kidney and haemodialysis","10 948",""
"2006","Belgium","Number","Haemodialysis","6 475",""
"2006","Belgium","Number","Transplantation of kidney","4 473",""
"2006","Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","103.79",""
"2006","Belgium","Per hundred thousand inhabitants","Haemodialysis","61.39",""
"2006","Belgium","Per hundred thousand inhabitants","Transplantation of kidney","42.41",""
"2006","Bulgaria","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Bulgaria","Number","Haemodialysis",":",""
"2006","Bulgaria","Number","Transplantation of kidney",":",""
"2006","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Bulgaria","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Czechia","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Czechia","Number","Haemodialysis","5 878",""
"2006","Czechia","Number","Transplantation of kidney",":",""
"2006","Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Czechia","Per hundred thousand inhabitants","Haemodialysis","57.24",""
"2006","Czechia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Denmark","Number","Transplantation of kidney and haemodialysis","4 288",""
"2006","Denmark","Number","Haemodialysis","2 555",""
"2006","Denmark","Number","Transplantation of kidney","1 733",""
"2006","Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","78.86",""
"2006","Denmark","Per hundred thousand inhabitants","Haemodialysis","46.99",""
"2006","Denmark","Per hundred thousand inhabitants","Transplantation of kidney","31.87",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis","91 718",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Haemodialysis","66 508",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney","25 210",""
"2006","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","111.34",""
"2006","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis","80.74",""
"2006","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney","30.60",""
"2006","Estonia","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Estonia","Number","Haemodialysis",":",""
"2006","Estonia","Number","Transplantation of kidney",":",""
"2006","Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Estonia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Estonia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Ireland","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Ireland","Number","Haemodialysis","1 475",""
"2006","Ireland","Number","Transplantation of kidney",":",""
"2006","Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Ireland","Per hundred thousand inhabitants","Haemodialysis","34.62",""
"2006","Ireland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Greece","Number","Transplantation of kidney and haemodialysis","10 970",""
"2006","Greece","Number","Haemodialysis","8 844",""
"2006","Greece","Number","Transplantation of kidney","2 126",""
"2006","Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","98.40",""
"2006","Greece","Per hundred thousand inhabitants","Haemodialysis","79.33",""
"2006","Greece","Per hundred thousand inhabitants","Transplantation of kidney","19.07",""
"2006","Spain","Number","Transplantation of kidney and haemodialysis","40 252","be"
"2006","Spain","Number","Haemodialysis","21 395","be"
"2006","Spain","Number","Transplantation of kidney","18 857","be"
"2006","Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","91.24","be"
"2006","Spain","Per hundred thousand inhabitants","Haemodialysis","48.50","be"
"2006","Spain","Per hundred thousand inhabitants","Transplantation of kidney","42.74","be"
"2006","France","Number","Transplantation of kidney and haemodialysis",":",""
"2006","France","Number","Haemodialysis",":",""
"2006","France","Number","Transplantation of kidney",":",""
"2006","France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","France","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","France","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Croatia","Number","Transplantation of kidney and haemodialysis","3 799",""
"2006","Croatia","Number","Haemodialysis","2 963",""
"2006","Croatia","Number","Transplantation of kidney","836",""
"2006","Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","85.52",""
"2006","Croatia","Per hundred thousand inhabitants","Haemodialysis","66.70",""
"2006","Croatia","Per hundred thousand inhabitants","Transplantation of kidney","18.82",""
"2006","Italy","Number","Transplantation of kidney and haemodialysis","52 395",""
"2006","Italy","Number","Haemodialysis","43 605",""
"2006","Italy","Number","Transplantation of kidney","8 790","d"
"2006","Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","88.89",""
"2006","Italy","Per hundred thousand inhabitants","Haemodialysis","73.98",""
"2006","Italy","Per hundred thousand inhabitants","Transplantation of kidney","14.91","d"
"2006","Lithuania","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Lithuania","Number","Haemodialysis",":",""
"2006","Lithuania","Number","Transplantation of kidney","406",""
"2006","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Lithuania","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney","11.96",""
"2006","Luxembourg","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Luxembourg","Number","Haemodialysis","218",""
"2006","Luxembourg","Number","Transplantation of kidney",":",""
"2006","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Luxembourg","Per hundred thousand inhabitants","Haemodialysis","46.12",""
"2006","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Hungary","Number","Transplantation of kidney and haemodialysis","7 758",""
"2006","Hungary","Number","Haemodialysis","5 707",""
"2006","Hungary","Number","Transplantation of kidney","2 051",""
"2006","Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","77.03",""
"2006","Hungary","Per hundred thousand inhabitants","Haemodialysis","56.67",""
"2006","Hungary","Per hundred thousand inhabitants","Transplantation of kidney","20.36",""
"2006","Malta","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Malta","Number","Haemodialysis",":",""
"2006","Malta","Number","Transplantation of kidney",":",""
"2006","Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Malta","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Malta","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Netherlands","Number","Transplantation of kidney and haemodialysis","11 757",""
"2006","Netherlands","Number","Haemodialysis","5 514",""
"2006","Netherlands","Number","Transplantation of kidney","6 243",""
"2006","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","71.93",""
"2006","Netherlands","Per hundred thousand inhabitants","Haemodialysis","33.73",""
"2006","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney","38.19",""
"2006","Austria","Number","Transplantation of kidney and haemodialysis","7 544",""
"2006","Austria","Number","Haemodialysis","3 881",""
"2006","Austria","Number","Transplantation of kidney","3 663",""
"2006","Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","91.24",""
"2006","Austria","Per hundred thousand inhabitants","Haemodialysis","46.94",""
"2006","Austria","Per hundred thousand inhabitants","Transplantation of kidney","44.30",""
"2006","Poland","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Poland","Number","Haemodialysis","25 213",""
"2006","Poland","Number","Transplantation of kidney",":",""
"2006","Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Poland","Per hundred thousand inhabitants","Haemodialysis","66.10",""
"2006","Poland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Portugal","Number","Transplantation of kidney and haemodialysis","13 727",""
"2006","Portugal","Number","Haemodialysis","9 189",""
"2006","Portugal","Number","Transplantation of kidney","4 538",""
"2006","Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","129.69",""
"2006","Portugal","Per hundred thousand inhabitants","Haemodialysis","86.82",""
"2006","Portugal","Per hundred thousand inhabitants","Transplantation of kidney","42.87",""
"2006","Romania","Number","Transplantation of kidney and haemodialysis","9 139",""
"2006","Romania","Number","Haemodialysis","9 139",""
"2006","Romania","Number","Transplantation of kidney",":",""
"2006","Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","42.33",""
"2006","Romania","Per hundred thousand inhabitants","Haemodialysis","42.33",""
"2006","Romania","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Slovakia","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Slovakia","Number","Haemodialysis","2 904",""
"2006","Slovakia","Number","Transplantation of kidney",":",""
"2006","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Slovakia","Per hundred thousand inhabitants","Haemodialysis","53.86",""
"2006","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Finland","Number","Transplantation of kidney and haemodialysis","3 829",""
"2006","Finland","Number","Haemodialysis","1 542",""
"2006","Finland","Number","Transplantation of kidney","2 287",""
"2006","Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","72.71",""
"2006","Finland","Per hundred thousand inhabitants","Haemodialysis","29.28",""
"2006","Finland","Per hundred thousand inhabitants","Transplantation of kidney","43.43",""
"2006","Iceland","Number","Transplantation of kidney and haemodialysis","147",""
"2006","Iceland","Number","Haemodialysis","52",""
"2006","Iceland","Number","Transplantation of kidney","95",""
"2006","Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","48.39",""
"2006","Iceland","Per hundred thousand inhabitants","Haemodialysis","17.12",""
"2006","Iceland","Per hundred thousand inhabitants","Transplantation of kidney","31.27",""
"2006","Liechtenstein","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Liechtenstein","Number","Haemodialysis",":",""
"2006","Liechtenstein","Number","Transplantation of kidney",":",""
"2006","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Switzerland","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Switzerland","Number","Haemodialysis",":",""
"2006","Switzerland","Number","Transplantation of kidney",":",""
"2006","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Switzerland","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","United Kingdom","Number","Transplantation of kidney and haemodialysis","43 901",""
"2006","United Kingdom","Number","Haemodialysis","23 550",""
"2006","United Kingdom","Number","Transplantation of kidney","20 351",""
"2006","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","72.45",""
"2006","United Kingdom","Per hundred thousand inhabitants","Haemodialysis","38.86",""
"2006","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney","33.58",""
"2006","Serbia","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Serbia","Number","Haemodialysis",":",""
"2006","Serbia","Number","Transplantation of kidney",":",""
"2006","Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Serbia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2006","Serbia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2006","Turkey","Number","Transplantation of kidney and haemodialysis",":",""
"2006","Turkey","Number","Haemodialysis","42 846",""
"2006","Turkey","Number","Transplantation of kidney",":",""
"2006","Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2006","Turkey","Per hundred thousand inhabitants","Haemodialysis","60.26",""
"2006","Turkey","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Belgium","Number","Transplantation of kidney and haemodialysis","11 396",""
"2007","Belgium","Number","Haemodialysis","6 696",""
"2007","Belgium","Number","Transplantation of kidney","4 700",""
"2007","Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","107.25",""
"2007","Belgium","Per hundred thousand inhabitants","Haemodialysis","63.02",""
"2007","Belgium","Per hundred thousand inhabitants","Transplantation of kidney","44.23",""
"2007","Bulgaria","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Bulgaria","Number","Haemodialysis",":",""
"2007","Bulgaria","Number","Transplantation of kidney",":",""
"2007","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Bulgaria","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Czechia","Number","Transplantation of kidney and haemodialysis","9 659",""
"2007","Czechia","Number","Haemodialysis","6 086",""
"2007","Czechia","Number","Transplantation of kidney","3 573",""
"2007","Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","93.47",""
"2007","Czechia","Per hundred thousand inhabitants","Haemodialysis","58.89",""
"2007","Czechia","Per hundred thousand inhabitants","Transplantation of kidney","34.57",""
"2007","Denmark","Number","Transplantation of kidney and haemodialysis","4 527",""
"2007","Denmark","Number","Haemodialysis","2 717",""
"2007","Denmark","Number","Transplantation of kidney","1 810",""
"2007","Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","82.89",""
"2007","Denmark","Per hundred thousand inhabitants","Haemodialysis","49.75",""
"2007","Denmark","Per hundred thousand inhabitants","Transplantation of kidney","33.14",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",":",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",":",""
"2007","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Estonia","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Estonia","Number","Haemodialysis",":",""
"2007","Estonia","Number","Transplantation of kidney",":",""
"2007","Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Estonia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Estonia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Ireland","Number","Transplantation of kidney and haemodialysis","3 143",""
"2007","Ireland","Number","Haemodialysis","1 520",""
"2007","Ireland","Number","Transplantation of kidney","1 623",""
"2007","Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","72.14",""
"2007","Ireland","Per hundred thousand inhabitants","Haemodialysis","34.89",""
"2007","Ireland","Per hundred thousand inhabitants","Transplantation of kidney","37.25",""
"2007","Greece","Number","Transplantation of kidney and haemodialysis","11 318",""
"2007","Greece","Number","Haemodialysis","9 083",""
"2007","Greece","Number","Transplantation of kidney","2 235",""
"2007","Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","101.12",""
"2007","Greece","Per hundred thousand inhabitants","Haemodialysis","81.15",""
"2007","Greece","Per hundred thousand inhabitants","Transplantation of kidney","19.97",""
"2007","Spain","Number","Transplantation of kidney and haemodialysis","41 547","e"
"2007","Spain","Number","Haemodialysis","21 974","e"
